Code,Waarde,DatumVanaf,DatumTot,Toelichting
404,Hernen,1994-02-01,1998-11-30,HNN00
405,Herten,1994-02-01,9999-12-31,HTN02
406,Herwen,1994-02-01,9999-12-31,HWN01
407,Herwijnen,1994-02-01,9999-12-31,HWN02
408,Heteren,1994-02-01,9999-12-31,HTR00
409,Heukelum,1994-02-01,9999-12-31,HKL00
410,Heumen,1994-02-01,9999-12-31,HMN01
411,Heusden,1994-02-01,9999-12-31,HDN02
412,Heythuysen,1994-02-01,9999-12-31,HHS00
413,Hien,1994-02-01,9999-12-31,HIE00
414,Hijum,1994-02-01,9999-12-31,HUM00
415,Hillegersberg,1994-02-01,9999-12-31,HLG03
416,Hillegom,1994-02-01,9999-12-31,HLG01
417,Hilvarenbeek,1994-02-01,9999-12-31,HVR00
418,Hilversum,1994-02-01,9999-12-31,HVS00
419,Hindeloopen,1994-02-01,9999-12-31,HDL02
420,Hoek,1994-02-01,9999-12-31,HOE02
421,Hoek van Holland,1994-02-01,9999-12-31,HOE01
422,Hoensbroek,1994-02-01,9999-12-31,HBK00
423,Hoevelaken,1994-02-01,9999-12-31,HVL00
424,Hoeven,1994-02-01,9999-12-31,HVN00
425,Holten,1994-02-01,9999-12-31,HTN03
426,Holwerd,1994-02-01,9999-12-31,HWD00
427,Hontenisse,1994-02-01,9999-12-31,HTN01
428,Hoog Soeren,1994-02-01,9999-12-31,SRN00
429,Hoogblokland,1994-02-01,9999-12-31,HBL00
430,Hooge en Lage Mierde,1994-02-01,9999-12-31,MDE02
431,Hooge en Lage Zwaluwe,1994-02-01,9999-12-31,ZLW00
432,Hoogeloon,1994-02-01,9999-12-31,HGL04
433,Hoogeveen,1994-02-01,9999-12-31,HGV00
434,Hoogezand,1994-02-01,9999-12-31,HGZ00
435,Hoogkarspel,1994-02-01,1996-01-31,HKS00
436,Hoogkerk,1994-02-01,9999-12-31,HKK02
437,Hoogland,1994-02-01,9999-12-31,HLD02
438,Hoogvliet,1994-02-01,9999-12-31,HVT01
439,Hoorn,1994-02-01,9999-12-31,HOO00
440,Hoornaar,1994-02-01,9999-12-31,HNR00
441,Horn,1994-02-01,9999-12-31,HOR02
442,Horssen,1994-02-01,9999-12-31,HSN02
443,Horst,1994-02-01,9999-12-31,HOR01
444,Houten,1994-02-01,9999-12-31,HTN04
445,Houthem,1994-02-01,9999-12-31,HHM00
446,Huijbergen,1994-02-01,9999-12-31,HBG03
447,Huissen,1994-02-01,9999-12-31,HSN01
448,Huizen,1994-02-01,9999-12-31,HZN00
449,Huizum,1994-02-01,9999-12-31,HZM00
450,Hulsberg,1994-02-01,9999-12-31,HBG02
451,Hulst,1994-02-01,9999-12-31,HUL00
452,Hummelo,1994-02-01,9999-12-31,HML02
453,Hunsel,1994-02-01,9999-12-31,HSL00
454,IJlst,1994-02-01,9999-12-31,IJL00
455,IJmuiden,1994-02-01,9999-12-31,IMD00
456,IJsselham,1994-02-01,9999-12-31,ISH00
457,IJsselmeer,1994-02-01,2000-01-01,ISM03
458,IJsselmeer-west2000-01-01,2000-01-01,ISM04
459,IJsselmonde,1994-02-01,9999-12-31,ISM01
460,IJsselmuiden,1994-02-01,9999-12-31,ISM02
461,IJsselstein,1994-02-01,9999-12-31,ISS00
462,Ilpendam,1994-02-01,1996-01-31,IPD00
463,Ingen,1994-02-01,9999-12-31,IGN00
464,Itteren,1994-02-01,9999-12-31,ITR00
465,Ittervoort,1994-02-01,9999-12-31,ITV00
466,Jaarsveld,1994-02-01,9999-12-31,JVD00
467,Jabeek,1994-02-01,9999-12-31,JBK00
468,Jelsum,1994-02-01,9999-12-31,JSM00
469,Jisp,1994-02-01,9999-12-31,JIS00
470,Jorwerd,1994-02-01,9999-12-31,JWD00
471,Joure,1994-02-01,9999-12-31,JRE00
472,Jutphaas,1994-02-01,9999-12-31,JPS00
473,Kamerik,1994-02-01,9999-12-31,KMR00
474,Kampen,1994-02-01,9999-12-31,KPN01
475,Kantens,1994-02-01,9999-12-31,KTS00
476,Kapelle,1994-02-01,9999-12-31,KPL01
477,Kattendijke,1994-02-01,1998-11-30,KTD00
478,Katwijk,1994-02-01,9999-12-31,KWK01
479,Katwoude,1994-02-01,9999-12-31,KWD00
480,Kedichem,1994-02-01,9999-12-31,KDC00
481,Keppel,1994-02-01,9999-12-31,KPL02
482,Kerkrade,1994-02-01,9999-12-31,KRD00
483,Kerkwijk,1994-02-01,9999-12-31,KWK02
484,Kessel,1994-02-01,9999-12-31,KSL00
485,Kesteren,1994-02-01,9999-12-31,KTR00
486,Klaaswaal,1994-02-01,9999-12-31,KWL00
487,Klimmen,1994-02-01,9999-12-31,KMN02
488,Kloetinge,1994-02-01,9999-12-31,KTG00
489,Kloosterburen,1994-02-01,9999-12-31,KTB00
490,Klundert,1994-02-01,9999-12-31,KDT00
491,Knijpe,1994-02-01,9999-12-31,KPE00
492,Kockengen,1994-02-01,9999-12-31,KKG00
493,Kollum,1994-02-01,9999-12-31,KLM00
494,Koog aan de Zaan,1994-02-01,9999-12-31,KOO00
495,Kooten,1994-02-01,9999-12-31,KTN00
496,Kortenhoef,1994-02-01,9999-12-31,KTH00
497,Kortgene,1994-02-01,9999-12-31,KGN00
498,Koudekerk aan den Rijn,1994-02-01,9999-12-31,KDK02
499,Koudum,1994-02-01,9999-12-31,KDM00
500,Krabbendijke,1994-02-01,9999-12-31,KBD00
501,Kralingen,1994-02-01,9999-12-31,KLG00
502,Krimpen aan de Lek,1994-02-01,9999-12-31,KPN03
503,Krimpen aan den IJssel,1994-02-01,9999-12-31,KPN02
504,Kring van Dorth,1994-02-01,9999-12-31,KRI00
505,Krommenie,1994-02-01,9999-12-31,KMN01
506,Kruiningen,1994-02-01,9999-12-31,KNG00
507,Kuinre,1994-02-01,9999-12-31,KRE00
508,Kwadijk,1994-02-01,9999-12-31,KDK01
509,Laag Nieuwkoop,2000-01-01,2000-01-01,NKP02
510,Landgraaf,1994-02-01,9999-12-31,LGF00
511,Landsmeer,1994-02-01,9999-12-31,LMR02
512,Langbroek,1994-02-01,9999-12-31,LBK02
513,Lange Ruige Weide,1994-02-01,9999-12-31,WDE02
514,Langedijk,1994-02-01,9999-12-31,LGD00
515,Langerak,1994-02-01,9999-12-31,LGR00
516,Langezwaag,1994-02-01,9999-12-31,LGZ00
517,Langweer,1994-02-01,9999-12-31,LWR02
518,Laren Noord-Holland,1994-02-01,9999-12-31,LRN01
519,Laren Gelderland,1994-02-01,9999-12-31,LRN02
520,Laren-Verwolde,1994-02-01,9999-12-31,LRN03
521,Lauwerecht,1994-02-01,9999-12-31,LWR01
522,Leek,1994-02-01,9999-12-31,LEE01
523,Leende,1994-02-01,9999-12-31,LDE01
524,Leens,1994-02-01,9999-12-31,LEE02
525,Leerbroek,1994-02-01,9999-12-31,LBK01
526,Leerdam,1994-02-01,9999-12-31,LDM00
527,Leersum,1994-02-01,9999-12-31,LSM00
528,Leeuwarden,1994-02-01,9999-12-31,LWD00
529,Leeuwen,1994-02-01,9999-12-31,LWN00
530,Leiden,1994-02-01,9999-12-31,LDN01
531,Leiderdorp,1994-02-01,9999-12-31,LDD00
532,Leimuiden,1994-02-01,9999-12-31,LMD02
533,Lekkerkerk,1994-02-01,9999-12-31,LKK00
534,Lelystad,1994-02-01,9999-12-31,LLS00
535,Lemmer,1994-02-01,9999-12-31,LMR01
536,Lent,1994-02-01,9999-12-31,LEN00
537,Leusden,1994-02-01,9999-12-31,LDN02
538,Leuth,1994-02-01,9999-12-31,LEU00
539,Lexmond,1994-02-01,9999-12-31,LMD01
540,Lichtenvoorde,1994-02-01,9999-12-31,LTV00
541,Liempde,1994-02-01,9999-12-31,LDE02
542,Lienden,1994-02-01,9999-12-31,LDN04
543,Lierop,1994-02-01,1996-04-30,LRP00
544,Lieshout,1994-02-01,9999-12-31,LHT00
545,Lieve Vrouwe Parochie,1994-02-01,9999-12-31,VWE00
546,Limbricht,1994-02-01,9999-12-31,LBT00
547,Limmen,1994-02-01,9999-12-31,LMN00
548,Linne,1994-02-01,9999-12-31,LNE00
549,Linschoten,1994-02-01,9999-12-31,LST00
550,Lippenhuizen,1994-02-01,9999-12-31,LPH00
551,Lisse,1994-02-01,9999-12-31,LSE00
552,Lith,1994-02-01,9999-12-31,LIT00
553,Lithoijen,1994-02-01,9999-12-31,LHE00
554,Lobith en Spijk,1994-02-01,9999-12-31,LBH00
555,Lochem,1994-02-01,9999-12-31,LCM00
556,Loenen,1994-02-01,9999-12-31,LNN00
557,Loenersloot2000-01-01,2000-01-01,LNS00
558,Lonneker,1994-02-01,9999-12-31,LNK00
559,Loon op Zand,1994-02-01,9999-12-31,LOO00
560,Loosdrecht,1994-02-01,9999-12-31,LDT00
561,Loosduinen,1994-02-01,9999-12-31,LDN03
562,Lopik,1994-02-01,9999-12-31,LPK00
563,Loppersum,1994-02-01,9999-12-31,LPS00
564,Losser,1994-02-01,9999-12-31,LSR00
565,Lunteren,1994-02-01,9999-12-31,LTR00
566,Luyksgestel,1994-02-01,9999-12-31,LGT00
567,Maarheeze,1994-02-01,9999-12-31,MHZ00
568,Maarn,1994-02-01,9999-12-31,MAA00
569,Maarsseveen,1994-02-01,9999-12-31,MSV00
570,Maarssen,1994-02-01,9999-12-31,MSN02
571,Maartensdijk,1994-02-01,9999-12-31,MTD02
572,Maasbommel,1994-02-01,9999-12-31,MBM00
573,Maasbracht,1994-02-01,9999-12-31,MBT00
574,Maasbree,1994-02-01,9999-12-31,MBE00
575,Maasdam,1994-02-01,9999-12-31,MDM01
576,Maasdriel,1994-02-01,9999-12-31,MDL01
577,Maashees,1994-02-01,1996-04-30,MHS00
578,Maasland,1994-02-01,9999-12-31,MLD00
579,Maasniel,1994-02-01,9999-12-31,MNL00
580,Maassluis,1994-02-01,9999-12-31,MSS00
581,Maastricht,1994-02-01,9999-12-31,MTT00
582,Made en Drimmelen,1994-02-01,9999-12-31,MDE01
583,Makkinga,1994-02-01,9999-12-31,MKG00
584,Makkum,1994-02-01,9999-12-31,MKM00
585,Margraten,1994-02-01,9999-12-31,MGT02
586,Mariekerke,1994-02-01,9999-12-31,MRK02
587,Markelo,1994-02-01,9999-12-31,MKL00
588,Marken,1994-02-01,9999-12-31,MKN00
589,Markermeer,1994-02-01,1996-01-31,MKM01
590,Marrum,1994-02-01,9999-12-31,MRM02
591,Marum,1994-02-01,9999-12-31,MRM01
592,Maurik,1994-02-01,9999-12-31,MRK01
593,Medemblik,1994-02-01,9999-12-31,MDB02
594,Meeden,1994-02-01,9999-12-31,MDN02
595,Meerkerk,1994-02-01,9999-12-31,MKK00
596,Meerlo,1994-02-01,9999-12-31,MLO02
597,Meerssen,1994-02-01,9999-12-31,MSN01
598,Megen,1994-02-01,9999-12-31,MGN02
599,Meijel,1994-02-01,9999-12-31,MEL00
600,Melick en Herkenbosch,1994-02-01,9999-12-31,MLK00
601,Melissant,1994-02-01,9999-12-31,MLS00
602,Meppel,1994-02-01,9999-12-31,MPL00
603,Merkelbeek,1994-02-01,9999-12-31,MKB00
604,Mesch,1994-02-01,9999-12-31,MES00
605,Mheer,1994-02-01,9999-12-31,MHE00
606,Middelburg,1994-02-01,9999-12-31,MDB01
607,Middelharnis,1994-02-01,9999-12-31,MDH00
608,Middelie,1994-02-01,9999-12-31,MDL02
609,Middelstum,1994-02-01,9999-12-31,MDS02
610,Middenschouwen,1994-02-01,9999-12-31,MDS01
611,Midwolda,1994-02-01,9999-12-31,MWD01
612,Midwoud,1994-02-01,1996-10-31,MWD02
613,Mierlo,1994-02-01,9999-12-31,MLO01
614,Mijdrecht,1994-02-01,9999-12-31,MDT01
615,Mijnsheerenland,1994-02-01,9999-12-31,MHR00
616,Mildam,1994-02-01,9999-12-31,MDM02
617,Mill,1994-02-01,9999-12-31,MIL00
618,Millingen,1994-02-01,9999-12-31,MLG00
619,Minnertsga,1994-02-01,9999-12-31,MGN01
620,Moergestel,1994-02-01,9999-12-31,MGT01
621,Moerkapelle,1994-02-01,9999-12-31,MKP00
622,Molenaarsgraaf,1994-02-01,9999-12-31,MLN00
623,Monnickendam,1994-02-01,9999-12-31,MNK00
624,Monster,1994-02-01,9999-12-31,MSR00
625,Montfoort,1994-02-01,9999-12-31,MFT01
626,Montfort,1994-02-01,9999-12-31,MFT02
627,Mook en Middelaar,1994-02-01,9999-12-31,MOO00
628,Moordrecht,1994-02-01,9999-12-31,MDT02
629,Muiden,1994-02-01,9999-12-31,MDN01
630,Munstergeleen,1994-02-01,9999-12-31,MSG00
631,Muntendam,1994-02-01,9999-12-31,MTD01
632,Naaldwijk,1994-02-01,9999-12-31,NWK01
633,Naarden,1994-02-01,9999-12-31,NDN00
634,Nederasselt,1994-02-01,9999-12-31,NDA00
635,Nederhemert,1994-02-01,9999-12-31,NDH02
636,Nederhorst den Berg,1994-02-01,9999-12-31,NDH01
637,Nederweert,1994-02-01,9999-12-31,NDW00
638,Neede,1994-02-01,9999-12-31,NDE00
639,Neer,1994-02-01,9999-12-31,NEE00
640,Neerbosch,1994-02-01,9999-12-31,NBH00
641,Neeritter,1994-02-01,9999-12-31,NIT00
642,Nes,1994-02-01,9999-12-31,NES02
643,Netwerken Alkmaar,1994-02-01,2015-04-02,NWK24
644,Netwerken Amsterdam,1994-02-01,2015-04-02,NWK14
645,Netwerken Arnhem,1994-02-01,2015-04-02,NWK25
646,Netwerken Assen,1994-02-01,2015-04-02,NWK21
647,Netwerken Breda,1994-02-01,2015-04-02,NWK13
648,Netwerken Eindhoven,1994-02-01,2015-04-02,NWK19
649,Netwerken Groningen,1994-02-01,2015-04-02,NWK22
650,Netwerken Leeuwarden,1994-02-01,2015-04-02,NWK20
651,Netwerken Lelystad,1994-02-01,2015-04-02,NWK26
652,Netwerken Middelburg,1994-02-01,2015-04-02,NWK12
653,Netwerken Roermond,1994-02-01,2015-04-02,NWK18
654,Netwerken Rotterdam,1994-02-01,2015-04-02,NWK15
655,Netwerken,1994-02-01,9999-12-31,NWK17
656,Netwerken Zoetermeer,1994-02-01,2015-04-02,NWK16
657,Netwerken Zwolle,1994-02-01,2015-04-02,NWK23
658,Nibbixwoud,1994-02-01,1996-01-31,NBW00
659,Niedorp,1994-02-01,9999-12-31,NDP02
660,Nieuw-Beijerland,1994-02-01,9999-12-31,BEL03
661,Nieuwe Pekela,1994-02-01,9999-12-31,PKL01
662,Nieuwe Tonge,1994-02-01,9999-12-31,TGE00
663,Nieuwendam,1994-02-01,9999-12-31,NWD01
664,Nieuwenhagen,1994-02-01,9999-12-31,NWH01
665,Nieuwenhoorn,1994-02-01,9999-12-31,NWH02
666,Nieuwerkerk aan den Ijssel,1994-02-01,9999-12-31,NWK03
667,Nieuweschans,1994-02-01,9999-12-31,NWS00
668,Nieuw-Ginneken,1994-02-01,9999-12-31,GNK01
669,Nieuw-Helvoet,1994-02-01,9999-12-31,HLV02
670,Nieuwkoop,1994-02-01,9999-12-31,NKP01
671,Nieuwland Friesland,1994-02-01,9999-12-31,NLD01
672,Nieuwland Zuid-Holland,1994-02-01,9999-12-31,NLD02
673,Nieuw-Lekkerland,1994-02-01,9999-12-31,LKL00
674,Nieuwleusen,1994-02-01,9999-12-31,NLS00
675,Nieuwolda,1994-02-01,9999-12-31,NWD03
676,Nieuwpoort,1994-02-01,9999-12-31,NPT00
677,Nieuwstadt,1994-02-01,9999-12-31,NST02
678,Nieuwveen,1994-02-01,9999-12-31,NVN00
679,Nieuw-Vossemeer,1994-02-01,9999-12-31,VSM02
680,Niftrik,1994-02-01,9999-12-31,NTK00
681,Nigtevecht,1994-02-01,9999-12-31,NTV00
682,Nijbroek,1994-02-01,9999-12-31,NBK02
683,Nijehaske,1994-02-01,9999-12-31,NEK00
684,Nijeveen,1994-02-01,9999-12-31,NEV00
685,Nijkerk Gelderland,1994-02-01,9999-12-31,NKK01
686,Nijkerk Friesland,1994-02-01,9999-12-31,NKK02
687,Nijmegen,1994-02-01,9999-12-31,NMG00
688,Nistelrode,1994-02-01,9999-12-31,NTR00
689,Noorbeek,1994-02-01,9999-12-31,NBK03
690,Noordbroek,1994-02-01,9999-12-31,NBK01
691,Noorddijk,1994-02-01,9999-12-31,NDK00
692,Noordeloos,1994-02-01,9999-12-31,NDL00
693,Noorder-Koggenland,1994-02-01,9999-12-31,KGL01
694,Noordoostpolder,1994-02-01,9999-12-31,NOP00
695,Noordwijk,1994-02-01,9999-12-31,NWK02
696,Noordwijkerhout,1994-02-01,9999-12-31,NWK04
697,Noordwolde,1994-02-01,9999-12-31,NWD02
698,Noordzee IV,1994-02-01,9999-12-31,NZE04
699,Noordzee III,1994-02-01,9999-12-31,NZE03
700,Noordzee I,1994-02-01,9999-12-31,NZE01
701,Noordzee II,1994-02-01,9999-12-31,NZE02
702,Noordzee V,1994-02-01,9999-12-31,NZE05
703,Noordzee VI,1994-02-01,9999-12-31,NZE06
704,Noordzee VII,1994-02-01,9999-12-31,NZE07
705,Nootdorp,1994-02-01,9999-12-31,NDP01
706,Norg,1994-02-01,9999-12-31,NOR00
707,Nuenen,1994-02-01,9999-12-31,NNN00
708,Nuland,1994-02-01,9999-12-31,NLD03
709,Numansdorp,1994-02-01,9999-12-31,NMD00
710,Nunhem,1994-02-01,9999-12-31,NHM00
711,Nunspeet,1994-02-01,9999-12-31,NST01
712,Nuth,1994-02-01,9999-12-31,NUT00
713,Obbicht en Papenhoven,1994-02-01,9999-12-31,OBT00
714,Obdam,1994-02-01,9999-12-31,ODM01
715,Ochten,1994-02-01,9999-12-31,OTN00
716,Odijk,1994-02-01,9999-12-31,ODK02
717,Odoorn,1994-02-01,9999-12-31,ODN00
718,Oeffelt,1994-02-01,1996-09-23,OFT00
719,Oegstgeest,1994-02-01,9999-12-31,OGT00
720,Oerle,1994-02-01,1996-04-30,OLE00
721,Ohe en Laak,1994-02-01,9999-12-31,OHE00
722,Oijen,1994-02-01,9999-12-31,OEN00
723,Oirsbeek,1994-02-01,9999-12-31,OBK00
724,Oirschot,1994-02-01,9999-12-31,OST00
725,Oisterwijk,1994-02-01,9999-12-31,OTW01
726,Oldeberkoop,1994-02-01,9999-12-31,ODB03
727,Oldeboorn,1994-02-01,9999-12-31,ODB04
728,Oldebroek,1994-02-01,9999-12-31,ODB01
729,Oldehove,1994-02-01,9999-12-31,ODH02
730,Oldekerk,1994-02-01,9999-12-31,ODK01
731,Oldemarkt,1994-02-01,9999-12-31,ODM02
732,Oldenzaal,1994-02-01,9999-12-31,ODZ00
733,Olst,1994-02-01,9999-12-31,OLS00
734,Ommeren,1994-02-01,9999-12-31,OMR02
735,Onstwedde,1994-02-01,9999-12-31,OWD00
736,Ooij,1994-02-01,9999-12-31,OOI00
737,Ooltgensplaat,1994-02-01,9999-12-31,OGP00
738,Oost-, West- en Middelbeers,1994-02-01,9999-12-31,MDB03
739,Oostburg,1994-02-01,9999-12-31,OBG00
740,Oosterbeek,1994-02-01,9999-12-31,OTB00
741,Oosterend,1994-02-01,9999-12-31,OTE00
742,Oosterhesselen,1994-02-01,9999-12-31,OTH02
743,Oosterhout,1994-02-01,9999-12-31,OTH01
744,Oostermeer,1994-02-01,9999-12-31,OTM00
745,Oosterwierum,1994-02-01,9999-12-31,OTW03
746,Oosterwolde,1994-02-01,9999-12-31,OTW02
747,Oosterzee,1994-02-01,9999-12-31,OTZ00
748,Oostflakkee,1994-02-01,9999-12-31,OFK00
749,Oosthuizen,1994-02-01,9999-12-31,OHZ00
750,Oostvoorne,1994-02-01,9999-12-31,OVN00
751,Oostzaan,1994-02-01,9999-12-31,OZN00
752,Ootmarsum,1994-02-01,9999-12-31,OMS00
753,Ophemert,1994-02-01,9999-12-31,OHM00
754,Opheusden,1994-02-01,9999-12-31,OHD00
755,Oploo,1994-02-01,9999-12-31,OLO00
756,Opmeer,1994-02-01,9999-12-31,OMR01
757,Oppenhuizen,1994-02-01,9999-12-31,OPH00
758,Opperdoes,1994-02-01,1996-01-31,OPD00
759,Oss,1994-02-01,9999-12-31,OSS00
760,Ossendrecht,1994-02-01,9999-12-31,OSD00
761,Otterlo,1994-02-01,9999-12-31,OTL02
762,Ottersum,1994-02-01,9999-12-31,OTS00
763,Ottoland,1994-02-01,9999-12-31,OTL01
764,Oud en Nieuw Gastel,1994-02-01,9999-12-31,GTL02
765,Oud-Alblas,1994-02-01,9999-12-31,ABS02
766,Oud-Beijerland,1994-02-01,9999-12-31,BEL01
767,Ouddorp,1994-02-01,9999-12-31,ODP01
768,Oude Pekela,1994-02-01,9999-12-31,PKL02
769,Oudega,1994-02-01,9999-12-31,ODG00
770,Oudenbosch,1994-02-01,9999-12-31,ODB02
771,Oudenhoorn,1994-02-01,9999-12-31,ODH01
772,Oudenrijn,1994-02-01,9999-12-31,ODR02
773,Ouder-Amstel,1994-02-01,9999-12-31,ASL00
774,Ouderkerk aan den IJssel,1994-02-01,9999-12-31,ODK04
775,Oudetrijne,1994-02-01,9999-12-31,ODT00
776,Oudewater,1994-02-01,9999-12-31,ODW00
777,Oudorp,1994-02-01,9999-12-31,ODP02
778,Oudshoorn,1994-02-01,9999-12-31,OHN00
779,Oud-Valkenburg,1994-02-01,9999-12-31,VKB03
780,Oud-Vossemeer,1994-02-01,9999-12-31,VSM03
781,Oud-Vroenhoven,1994-02-01,9999-12-31,VHV03
782,Oud-Zevenaar,1994-02-01,9999-12-31,ZVN02
783,Overasselt,1994-02-01,9999-12-31,OVA00
784,Overschie,1994-02-01,9999-12-31,OVS00
785,Pannerden,1994-02-01,9999-12-31,PND00
786,Papekop,1994-02-01,9999-12-31,PPK00
787,Papendrecht,1994-02-01,9999-12-31,PPD00
788,Peize,1994-02-01,9999-12-31,PZE00
789,Pernis,1994-02-01,9999-12-31,PNS00
790,Petten,1994-02-01,9999-12-31,PTN02
791,Philippine,1994-02-01,9999-12-31,PLP00
792,Piershil,1994-02-01,9999-12-31,PHL00
793,Pijnacker,1994-02-01,9999-12-31,PAK00
794,Poederoijen,1994-02-01,2000-01-01,PDR00
795,Polsbroek,1994-02-01,9999-12-31,PBK00
796,Poortugaal,1994-02-01,9999-12-31,PTG00
797,Poortvliet,1994-02-01,9999-12-31,PVT00
798,Posterholt,1994-02-01,9999-12-31,PTH02
799,Princenhage,1994-02-01,9999-12-31,PCH00
800,Prinsenbeek,1994-02-01,9999-12-31,PSB00
801,Purmerend,1994-02-01,9999-12-31,PMR00
